rating,review
4,So nice
5,One of the best in market
5,Good
5,Good product
5,IT is good and excellent
5,Good Quality❤️
5,Excellent
4,Ok
5,Good
5,Good
5,Superb!!Just go for it. Little bit costlier then the other brands but price is what pay and value is what you get.
5,Good product
5,Very good sound quality
5,Nice battery backup very good sound quality bass superb veleu for money
5,Not working after 10days. And the warranty card also not provided
3,That's amazing product
5,Ok good
5,Good Quality
4,Low Battery backup
5,Amazing product
5,Osm ❤️❤️
5,Super battery level
5,Nice product I like it
5,This time best iteam in 2000
5,Really very good product TQ Flipkart
5,Excellent
3,Good value of money
5,"Highly recommended, completed satisfied with the product...❤️❤️"
5,Good and very nice product
4,"Design and battery are great, but sound quality and volume need to be improved"
5,Nice ☺ thank you flipkart 🥰
4,Nice sound quality ☺️
5,Very good
5,Awesome 1 month review bass sound quality awesome
4,Value for money!
5,Awesome product
5,Nice
5,Oneplus amazing battery sound quality good
4,Very nice
5,Good proudacut
5,sound problem within 15 days
5,Super good
4,So nice and good product
5,Good quality...
5,Good quality
5,Osm quality...all is work good
4,Good product... Worth for money
5,Nice
5,Very nice product👍👍👍
5,Very nice
5,Awesome
5,Overall nice performance i like it
4,Overall good
5,Good
5,Good
5,Good product
5,This is a good quality and good item
5,Supper speeker
4,its a budget friendly good looking value for money
5,This product is too good
5,Great product
4,nice product.. good battery backupSound quality is really nicesome issue with connection when connected to my laptop
5,Nice
3,"Not indicated fully charged light, bed"
5,It's a really unique product
5,Excellent
5,Good Product
5,Wonderful product for all ages..
5,Very nice product
5,Good quality and voice clarity is very good
5,Noice
5,Nice  bass
5,Very good product.I use since last 5 month.
5,Nice
5,Good Product
5,"Zero Bass effect, complete wasted of money. I wish I could return or resell it."
4,Osm quality Best soundNice battery
4,Good
5,Vera good
5,Good
3,1 year note work. 8-10 month work
5,Number one quality 🔥👌
5,Awesome saund quality
4,Really good.
5,Nice
4,Overall good product. Worth for money
4,It is a good product with less price
4,Good
4,Very good
5,Just Awsome
5,Not working 😡😡😡😡😡😡😡
5,Sound quality very bad ....
4,Awesome  product
5,One of the best products of one plus . If u want to buy it then don't wait take it fast because no one hin comparison. Love it producet 😍😍😍
5,Good Quality
5,Good quality..
5,One plus mast airphone
4,Worth every penny
5,Good
5,Very nice product I like this
5,Nice
5,Very bad product
5,Very nice product and sound is also great
5,Super
5,gr8 for music lovers and good bass
5,Hopless Bluetooth headset &deliveri boy hopless
5,Super
5,Wonderful sound Quality
5,Good
5,awesome
5,Must buy
5,very good
4,Nice 👍👍
5,Used this product one week not bad my expected average one plus z bass
5,Excellent Quality
5,This is my 1st collar earphone.. And I'll say its pretty cool both in quality and fashion. Worth of money. If anyone wanna but it please go ahead.
5,Fantastic product
4,It is a very good product by the one plus and its sound quality is very good and design gives us premium ...
5,Nice product
5,Value for money
5,Good
5,Not suitable for my mobile I'm very disappointed
3,Superb bass
5,Audio  not clear
5,Game sound from late
5,Awsm bass and voice clarity
3,Value for money
5,Ultimate
5,Nice 👌
4,Ok good
5,Disgusting sound quality and breking noises when I call someone...very very very terrible experience. It's very irritating. It took too much money but my experience is worst. I'm gonna throw it out.
4,After 1-2 Month Connectivity is not so good
4,"What a product. I love to use this. Easy to use this headphone,battery life is good,sound quality superb"
4,Good product
4,Good
5,It's amazing 👌👌
5,Very gud product
3,Sound not clear
5,Battery backup & charging issues
5,Battery lasting for more hours than expected..
5,Super
5,Fabulous one from 1+
5,Nice product
5,Battery🔋.. Backup is only.. Up to 10h.it is wrost product.. U buy another products for this range of money..
4,Osm 🔥🔥🔥🔥🔥❤️❤️❤️😘❤️😘❤️😘
4,After some time the sound quality decrease
4,So good.
4,Nice headphone
5,Until I try I am unknown to these bass
4,Ok
5,Wonderful
5,great worth for money
3,Ok
4,Good luck
5,Good
5,Super
5,Sound quality is very good
5,Very good product and good bettar life I like this thank to OnePlus
5,Nice
5,"Good build , design & turbo"
4,Good sound quality and good connectivity
5,Nice product good service
5,Super bro
5,Quality superb but delivery late
4,Satisfying
5,Nice product
5,Super quality Really good 👌👍
5,Very nice product
3,Okk
5,Not bad
5,Very bad experience
5,"It's worth of this cost and build quality also good, battery awesome performance, am recharge weekly once only."
5,Super nice
5,🥰 nice 👍
5,Best quality oneplus
5,Nice product
5,Osame 😍😍😍
5,Nic product.......no comments overall ... always good .....voice as well as battery backup incredible
4,One of the best product
5,Good product
3,Base quality goodCall quality good Low price
5,Nice but not for bass lover  awesome sound clarity
5,"OnePlus bullets wireless z bass bluetooth is very nice sound quality , battery life and I use it very comfortable ..... Nice one ....."
5,Best but call quality can be better
5,Power button not work properly
5,awesome product ghatakkhatrnaklovely
5,Amazing
5,Good
5,Good vocals and bass perfect fit in ear style battery also good
5,Excellent product
5,Nice 😍
5,Amazing productfull paisa wasool
5,Excellent
5,Very good felifkart
5,Very good
5,Super sound🔊🔊 👌👌👌
5,Good quality and battery backup
4,Bad product sound problem
4,Very good
4,Simple and sema performance
5,Nice
5,Good product
3,"Sometimes nothing can be heard in it , Then it can be heard only after disconnecting and reconnecting"
3,Waste of money 10 days only battery waste
3,"Product is excellent.. i m using with samsung m21, headset battery backup is good but after connecting with this my mobile battery drining fastly.. i don't know whether problem is in headset or mobile, but now headset gone to almaras.. better go for airdop/airbuds/complete wireless"
5,Very nice
4,Really!sound is amazing and battery backup too good.
4,Excellent
5,Sound effect is good 👍
4,Its a great product.
5,Bass is good..... Very good
5,Superb power pack must buy
4,Very bad
5,Ok good one
5,Very bad 👎mike problam one week under
4,Ya good
4,Good product
5,Working good
5,Osm nd Sound quality is very good nd Battery life is really Good
5,This product is very nice
4,Super
4,Modrate sound quality
4,Good headphones
5,Super
4,I like one plus brand so it so good sounds and well
5,"Great earphone in term of quality ,battery backup better in term of sound than realme buds air 2I regret of purchasing realme buds air 2 over oneplus."
5,There is a no noice cancelation while in features show it
5,Amazing product...
5,Awsm product ...go for it.
5,"Very good product, valuable for the price"
5,Very good product
5,Excellent product
5,Superb quality
5,Best
4,I'm satisfied
4,Good voice call & soing.
4,Ok
4,Good quality
5,So smooth to use...
5,Superb product
5,Good product in price
5,Nice Quality And All
5,Amazing
5,Nice
5,Well Done
3,Average... MIVI brond head phones is excellent....
5,Very nice sound Quality
5,Automatically sound problem within 5 days
5,Super ub maind blowing
5,Sound quality is aweosme.
5,Best product
4,It's really perfect 😍
4,Nice 😍
5,"I got more problems, sound quality is too bad when im talk in call, they dont make return option. i feel too bad"
3,Super
5,The bass is too overpowering. no details in the sound and the soundstage is poor. I dont get who likes these. Luckily i didnt get these for myself
4,Do Not expect so much !! Yes but still better than any other brands in this price segment. Of course you cannot expect performance like DR. Beats or any other upper brands.
5,"This product is absolutely amazing for Calls, music, and especially during this online calls and classes, It works really well and connectivity never lags. Go for it.I'm not a gamer so I can't tell about it, But Music, bass, calls All 3 are just 5 stars."
4,not good product.
4,Good product
5,Very good products
5,Good Product Value for the 🤑
5,One plus bullets wireless are very nice edition bass is best good life time headphone are assembled 😊👌 value of money 💯
3,Ok
5,"first 5 months was ok...but after 5 moth left side speaker is not working.now, i m using it with only one speaker(right side). this is a huge failure for companies like oneplus."
3,It's one of the best bluetooth neckband at this price range . It supports fast charging and have a C- port &hence you did not have to carry a seperate wire for changing.Its sound quality is great also it cancel noise at a good level. You won't face any problem while talking over a call in low to moderate outside noise level.A highly recommended product
5,Nice product but my right hand side bud is slightly uncomfortable but overall good perform😍😍💥💥💥🥰🥰🥰
5,Totally satisfied.
5,Super product
5,Good music
5,"I have been looking to buy a good one. Knowing the quality of One Plus products, I went ahead with the purchase. I've no regrets at all. Some of my friends who are tech savvy also spoke well of One Plus bluetooth headphone. Good sound quality, practically good usage. Got it at a good price. Happy."
5,Fantastic
5,Nice
5,Good
5,Nice product
5,Awesome.... Premiumness redefined. Loved it. ❤️❤️.. If the sound quality would little better it will be more qualityful... And it would make all other products fall behind in this segment.
5,Gud
3,Good
5,Exlent
5,Good product
5,Gud product
5,Super product and super delivery services
5,Nice product 👍
5,Most impressive battery quality... If you go for Bluetooth headphones this is a right choice... 😍
5,Product is good
5,Very good👍
5,"Nice product, nice packing"
5,Battery backup is not good.price is very high in this product quality.not good
4,"I'm using oneplus bullets wireless last 20 days ,this product is good their is no any problems."
5,Supr
5,Mic stopped working after 10 days. My voice is not audible to other side.
5,Osam
5,Very good
5,Good
5,Good product
5,Best ever
4,Good product.......thank you flipkart
5,nice Brand
5,Good
5,Nice product thanx to oneplus
4,Poperle broken voice is cumming please don't bye this
3,Bed quality
5,Very very nice product
5,Good 🤠
5,I loved it But u should work on battery backup
5,Valuable product
5,Good product
5,Nice Bluetooth earphone in this price nice features and battery backup also
5,Iam buy this headset one month after not working and not connect my mobile .West headset . money also west .Don't buy this headset .
4,Good product
4,It's good wonderful
5,Sound is mast👌
5,Awesome
4,It is best bluetooth earphone best...Sound quality is amazing..
5,One plus bullet bluetooth has very good sound and range.
5,Price very high but not good sound quality
5,Best quality one plus bullets wireless 🙌
5,One of the best
5,Good quality very good sound
3,Good
3,Ok nice 🤩
5,Nice one👌
5,It is sexy gadgets
5,Super qualitySuper soundSuper battery backupMoney also good but it's more
4,Thank you
5,I love you oneplus bluetooth
4,Nice and good product 😀
5,Good
5,Nicely
5,"After just using headphones for 5 months, one day the right side stop working and only one side is working."
4,Amezing productNice battery backup 🙂Sound feel clearable
5,Nic
5,Don't know... What happens to the battery it's drains fastly. Comparing to my previous one.. 😒
4,Excellent.   go for it
5,Good quality
5,One of the best bluetooth headphones ever in this price segment. These have better battery backup and also with a good quality of sound. I'll personally recommend this headphones to everyone who want to buy it for BGMI.
5,Super bullth
3,This neckband is super awesome 👌
5,BEUTIFULL AND AMZING PRODUCT 👍🏼👍🏼👍🏼
5,Super earphone
5,Very Good Product High' Bass  Best Music Experience
3,Third class earphone
4,Not satisfied battery backup very poor
4,"So nice product in Bluetooth oneplus company is the best with all quality  good sound effect , battery backup also very good"
5,Its everything is good better best.but price is high..
5,Awesome 👌
5,Assom I love it 👍💌
5,battery capacity high level. once change to 3 or 4days working. car drivers and marketing field worker worth full.
5,Sound quality is awesome...
4,I loved it.i use for 10 days after the review.Excellent sound and amazing battery back up once charge for 30 mints it's easily nonstop for 13 hours
5,It is awesome.👍🏻and super sound.I love it. becz.It's my lover 1st gift for me.Tq so much baby😘
5,Product is very best
5,🤦🏻‍♂️
5,No💗words about its fabulous
4,Good
5,No good very  bad
5,Excellent 👌👌👌
5,Nice sounds quality
5,Super
5,Awesome..... Battery backup so gud and sound quality gud
5,Good One.Just go for It
5,This product is best
5,Awesome Product... 1st time i purchase Bluetooth headset superb product I taken.
5,Battery backup not good
5,Very nice 👌 product
4,Excellent
5,Good one
5,Good Quality i enjoyed a lot
5,Battery and sound quality is excellent
5,Good
4,"💯% worthy, go for it 👍"
5,Super product
4,It's just awesome... Quality is very good... Looks also good... Highly recommended.🤗
5,Very very good
4,Automatic on off
4,Mic is not working worst experience with oneplus
3,It is really good .I think this is the best neck band under 2000 . really good .I really recommend you to buy these😃
4,Value for money product
5,Good sound effect...
5,Awsome
5,"Just awesome,sound quality and bass is too good . pairing connection is freaking fast."
5,Not bad
4,Good
5,Fabulous
5,Bad music quality
4,Very nice podcast 👍 super
5,Nice product 😊
5,I'm very happy thank you flipkart
5,That's good quality
5,Super
5,Super but costly
5,Good product
4,Nice
5,Super I'm happy music
5,It's a very fantastic product
5,Good product
5,Excellent
5,After using one weekBuilt quality superbSound niceOverall very nice
5,Poor Quality sound
5,Before i'am using boat.Recent bought oneplus ear plug.And this is abslutly 💥💥💥💥
4,Take it... really best
5,Good
5,Super sounds quality
5,Funtastic
5,Super
5,Worth the money
5,It's a good quality nd value of money I love one plus it's amazing quality bass tq flipcart
5,Good
5,AmazingFabulousLove itToo good product 👌
5,Super
5,QUALITY IS GOOD
5,Perfect
5,Good
5,In love with the awesome product true value for money 😍
4,It's okk
5,Good quality
5,Awsome
5,not good
5,First time one plus product is good but the new product is not comfortable is this product mic & speaker issue  so please available the old product
5,Best in the world
5,Battery backup is awesome Sound quality is awesome 👌
5,Awesome products
5,Nice product
5,Best product..battery backup Excellent. Sound quality outstanding..must buy..
5,Good
5,Very good
5,Nice product battery life full I love this product
5,good quality
4,Super
5,Super ❤️ good quality
5,Mind blowing 👍
5,Excellent ....I like this product
5,Good
5,Best sound and very good product
5,Just go for it don't compare anything it perform amazing I used till one year I didn't see anything like this....
5,It’s very good quality
5,Supper
4,I think its best one but it not support to LDAC codec and its also not for gaming Build quality and battery backup is best one
5,super
5,Best products.....And the delivery person is also best
3,Very bad
4,Product is good. But flipkart service was to bad.
5,Sound and material quality is very good but cost very high
4,Battery problem
5,Good
5,Excellent battery life… good mic n its magnetic ear buds saves lot of battery when you are not talking… great features and i used Sony wireless ear phone as well n this one plus is way too good…. God ahead n buy without any second thought…
5,awsm product  long lasting battry  and sound is great
5,So amazing
5,Nice sound and backup
5,Value for money product
5,Awesome quality ❤❤❤
5,Regular version fatafat better then this in terms of sound clarity . I wanted regular version only but that time  regular version not  available . That's why I buy Z bass edition but this product not match his price for sure.
5,"It's amezing product by one plus. Sound and bass is really awesome. Material used is absolutely fantastic. Loved at all. Option to be provided for  covering of Charging pin. Other then this, no issues."
4,It's good worth for money
4,Nice quality osm
5,Superb
4,Nice
4,Nice bot good
5,Good quality 👌👍👍
5,It's very nice product..sound clarity is amazing. One of the best product in neck band
5,Good quality  Nice sound performance
4,Thank u flipkart
5,Mind Blowing Product
5,Nice one
5,Good
5,Osm
5,It is really good
5,Value for money 💰 nice 👍👌👏product
5,Superb  product
5,Very good product
5,Must buy hands free
5,Awsm
3,Bass is not upto mark. Build quality is good and weight is also fine. Noise cancellation is also average. Some other equivalent budget earphones are providing more better sound and noise cancelation.
4,Good product
5,Very nice products
4,Very very good
5,Super
3,Great product but facing connection breakdown and reconnecting again after 5-10 seconds problem if continue using for an hour or more time.
4,Good
4,Good product
5,Flipkart has the world's worst return policy..I have a battery backup issue on this product but they refused..I clearly mentioned my problem but they are not responsible...Bye bye Flipkart..
4,Gd
5,Best 👍 sounds
5,Excellent 👌
5,best ever as we except from oneplus...
4,Good
5,Very nice 👍🙂🙂
5,Mza 😲😲😲😲😲😲😲😲😲wow wow wow wow I
4,Ok
5,Quick pairing with non OnePlus devices too.
5,"Used only for 7 months, then the wires got damaged"
5,Best product
4,Wow lovely sound quality I like oneplus
5,Supar
5,Thanks oneplus
5,Awesome product
5,Nice product 👍 nice
5,Best for me.
5,It Was Amazing Product..Worth Of Money
3,Good  itam
5,Just amazing
5,ITS AWESOME  GUYS DONT THINK ...HURRY UP AND BUY IT
3,Sounds quality is not good
5,supar hit 👌👌👌👌👌👌👌👌👌
4,Nice
5,Super
5,Good one. Review after using 1 week
5,best quality
4,Super
5,Happy
5,Good
4,One plus brand midrange price I mist say...u must buy
5,Product is fantastic
5,Good
5,Super
5,Best!
5,Wonderful product
3,Ok
5,In one word fabulous
4,Left ear is not working properly within a month. Prior to that sound quality is also not up to the mark. prefer Senhizer or sony then this Chinese company.
5,Super
3,Nice
5,Design love it
5,Very nice..great product
5,Best in market this price
5,Value for money product 😇
4,Good
5,Good product in thise range 👍
5,Super se uper👌👌
5,Awesome product... Sound quality is very smooth &best
5,Awesome
5,It's a perfect match for your phone....Must buy
3,"Microphone is not good, sound is too loud"
5,Product quality is excellent
4,Stopped working after 2 weeks of purchase 😡
4,Good
4,Veri bas product
5,Super working
4,Excellent sound quality
3,Not bad but some better time
5,Good
5,Awesome product 🔥🔥🔥
4,Excellent product
4,Good 👍
5,Good
5,Battery backup is good
5,I love this product.
5,Very Nice product sound quality is awesome design very impressive on off automatically and very easily.
5,Exalent
4,It's better to use normally sound....Also good not bad....
5,This  is amazing
5,Good product
5,Good Quality 👍
5,Very good product
3,It didn’t stand against splash of water as it claimed.. with in 2 month of purchase 1 wire is not audible properly and all of sudden it’s stopped working.
4,Good
5,It's nice product for me
5,Good quality
5,I liked this. Super battery backup and sound quality.
3,Ok
4,It's good
5,Excellent
5,Very bad quality for phone call
4,This product is very good it's reality
4,Nice product. Liked it.
5,Nice product
3,Good
3,"There is not big difference between boat 335 or oneplus it,s ok but mic quality is batter then other"
5,Best
4,Good sound quality..worth
4,It is thik thak
5,It is very poor quality
5,One plus products very very nice 👌👌👌👌
5,Excellent
5,Owsome
5,Good quality
5,Fantastik product with amazing voice quality.
4,Good
5,Mst sound quality
5,best build qualitysound qyality superbbattery life awsome
4,Poor call quality
4,Good one
5,Having excellent battery backup and good bass with noise cancellation
5,value for Money
5,Nyc product
5,Nice
4,Mind blowing. ♥️
5,Superb
5,Excellent product
5,Jusss awsm
5,Sound is good. Worth buying
5,Good
5,I just love this product ❤️
5,Good product
4,It's ok
5,All things is best  only price is high
5,Ok
5,"The product is good, durable quality with amazing sound quality."
5,Iam All ready used this product so very good
5,Nice 🥰🥰🥰🥰
4,Super
4,Very good product
5,Easy to use .We can go for it 🔥
5,EXCELLENT PRODUCT
5,"Awesome bass, clear voice and mostly important to his battery life is very very good so I liked this one plus headphones 😍😘"
5,Good
5,Extreme sound and bass awesome design value of money
5,One of the best sound 😎🖤🔥
4,Good product. This is very good neckbands but need to improve the quality of the band. The quality of Samsung level is much better than this. Overall a valuable and must buy product at this price in comparison to Samsung level u
5,Good delivery service and nice product
5,To good
5,Very nice product
5,Very nice product fast delivery thank you Flipkart
5,Great 👍👏😊 Products
5,Good
5,Excellent
4,Nice product 😊👍
5,Super 👌🏻👌🏻
5,Sound quality super and bass ok 👌 good battery backup design and build super
4,Product is realy very nice👍
5,Fully bassed heatset
5,Don't buy it's very bad product
4,Good sound
5,Excellent product
5,Highly recommended 🥰
4,Good quality   but  delivery  late process
5,It is good but suddenly I got a problem with that only one side ear wire is working another side is not working
4,Awesome product
5,"Sound quality and base worst for the price ,"
5,After using 5 days it's sound to bad.....Worst productWaste of money And his customer service not help you.😡😡😡
5,Quite good
5,Fabulous items
5,Outstanding product
5,Simply superb
4,Nice product ❤️‍🔥
4,So am happy
5,Thank you so much Flipkart company and Flipkart team
4,Good product sound good batry charging Time very fast battery 🔋 backup is good
5,I loved it
4,Not that good
5,Good one
5,Real BOSS FOR BASS edition headphone ..
5,Good one
5,Good
5,Nice product
5,Good sound quality. I am fond of Oneplus
5,Best brand
3,Nice headphone
5,Good quality.  Worth for money
5,Good product.
5,Beast of gaming  and all fewthore
5,Best 👍
4,All Ok
4,Good quality.. value for money.
5,Super
5,best blutooth neckband in this segment
5,supr neck band valyu
5,"This is my first OnePlus product and now I'm in love with these. Superb sound quality and build is great. And yeah, I'm enjoying music alot."
5,Good one
5,ExcellentSound Quality Awesome👌Bass Superb👌Battery very good👌Thank you one plus & flipkart
5,good one
4,Call Sound is Not good
5,Awesome 😍
5,Best Neckbands 💯
5,Very useful product. But too costly
5,Really nice product 🥰
5,Good quality and battery 🔋 backup was very nice
5,This is too good
5,Good product
5,Best 👍👍👍👍
4,Good product. Battery backup is excellent.bass was not good than I expectd.
5,No bass
5,Very gioy
5,Good quality 😇😍
5,Its a good product with value for money
5,Good
5,Thanku for best quality Ear phone Best sound Best product
5,Such a great sound quality i loved it❤️
4,Super
5,One Plus head phone is very good and excellent 👌
5,Super
4,Awesome
5,Super
5,Nice product
5,Good sounds nd battery backup very good
5,This is the best product.
4,"Never buy this product, i have purchased last year October, few months back one ear but not worked, and after replacing with new one, again now this one also not working. Two months back only i replaced new one. Other sound and build quality was very good"
5,Good product
3,Voice calling not working waste
5,Nice and valuable
5,Nice one
5,Good speaker quality👌👌😍❤️❤️
5,best quality product.. love it..
5,Very good quality
5,Ok
5,Worst product ever before it not withstand atleast for 20minutes also😠😡🙆‍♂️🤦🏿‍♂️🙆‍♂️🤦🏿‍♂️ waste of time and money my suggestion please don't buy
5,Outstanding quality... Till now
5,Working not well distance problem and voice connectivity problem
5,He is very bad   Quality is very low  he is not content mobile  no return is filpquart only go back Service santer
5,Nice product
5,All in one. Very nice product
5,Worth For money
5,Very nice sounds
3,Good
5,This is awesome and... I am so happy to buy this
5,Call sound is not perfect
5,Good Product
5,This product is good but with this offer is not good because I am purchasing this product in last month but I am not getting any offer code of include when purchasing product.Please you can improve this offer zone.Thank you so much...
5,No waraest problem
5,Very nice product
5,Sound quality very good 👌Calling Problem very bad calling quality 😠😢Not value for money 😞
5,Price are too high as per quality .Cheap quality
5,Nice worth money
5,Nice
5,Nice
5,Awesome
5,Not work after 10 days send product service center for waranty claim.
5,AWESOME
5,Nice 👍 quality... thank for Flipkart....
4,Superb
4,Very nice and good product
4,Wonderful product
5,Very nice must buy
5,Awesome
5,"Worst product, spoiled the brand name of OnePlus. Microphone issue. Irritating noise heard during calls on first use."
5,Amazing Earphones
5,Awesome
5,Good buy under 1800
5,Value for money
5,Waste of money
4,To good
4,This earphone🎧 is good for sound quality. 🙂(5star) But this earphone are automatic turn off and on problem. 🙁(1star)
5,Very nice quality and battery Life.
5,Very nice product.. Comfortable 👍mind blowing base.. Battery backup not great but good 👍👍
4,Very nice
5,Best
3,Nice
5,😍😍😍 reallyr WOW😍😍😍😍 i love oneplus ♥️♥️
5,Good
5,Very very excellent
3,very good product value for money
4,Excellent
5,Value for money. 🥳🖤🙏
5,One plus super
5,Nice ok
5,Very good
5,Excellent
5,Osam
5,Best product oneplus awesome
5,Superb..
5,Nice product 👌
5,Osm... I loved it❤
5,Call volume problem 🙄  sound quality battery backup best
5,Supar cool
3,Nice product
3,Decent sound but nt loud bass is nt good
5,Fabulous
5,Good stereo effect and nice bass
5,👉Not to worry go for it.👉Like it's brand value the product is also high quality. 👉No complain. 👉Never disappointed you. 👉High battery performance. 👉Sound quality is awesome.
5,It does not give the backup as promised. Also the sound quality is okay. not so good.
5,Good product
5,Good product
5,Its very good product 🙂 I am so happy 🥰
4,"One side of my earphone, not workingIts only 4 months,"
5,Good quality product Worth
5,Every thing is good.
5,Very nice headphones very nice sound
5,Osm sound quality 💥💥
5,"Over all the best I have seen for this is that.. this is the best Bluetooth headphones for callings.. I have used many headphones but, I was always disappointed by making calls through other headphones.. but now I am using this oneplus headphones for about one week and after that I give this review..For meOneplus bullets wireless z bass edition is fabulousFor music 10 on 10.. 💯For connectivity 10 on 10💯For build quality 10 on 10 oneplus is always says never settle and they proved it.💯..."
5,Superb quality value for money
5,Worth of single penny 💯
5,Good as money
5,"Bad Working.When kept idle , automatically disconnected from bluetooth.Tough to connect. Even when connected it shows inactive. Sound will not play in earphone.Bad quality"
5,"Poor quality, don't buy as there is no exchange for this product"
5,Really good product and sounds quality amazing
5,Thanks
5,So good 👍
4,Very good 😊😊😊😊😊😊😊
5,Super 😘
4,Nice product & sound super
3,Best
5,Nice amazing product Great bass Value for money
5,It's very bad ....
4,Good
5,"Sound quality , build and design is best in OnePlus but bass is not up to the mark .. If you like basser side then dont buy these."
5,Very nice
5,Sound quality is clear including noise cancelation features. So must go for it.
4,Battery backup is very bad
5,"Sound quality is great...loud, crisp and also where ever required you get bass...Noice product!!"
5,Product is awesome and sound quality is much good...
5,Very good quality Battery  is too good
5,Battery backup is worst
5,Very nice good quality and excellent
5,Quality to good
5,Delivery is very helpful good
3,Reviews after 2 months of usage - 1. Having connectivity issues with OnePlus device itself. Takes 3-4 seconds to connect automatically.2. Sound quality of fine.3. Battery life is superb.4. Fits well in ear.
5,Super
5,Nice
5,Good product I like it
5,Awesome product
5,Awesome product
4,Bass is missing overall good product
4,Very nice product
5,Good
5,Most valuable products
5,Best wireless earphones under 2000Good sound qualityDesign ok..Plastic build but satisfied..Go for it ...
5,Very nice product sounds quality is outstanding
5,"First I would like to thanks to one plus team to make such awesome Bluetooth headset on this price range, bass quality is very nice, charging time is too short...."
5,Best in this price range sound quality is very very impressive best product of one plus bass is also very nice blindly go for it I recommend this product for bass lovers
4,Bass awesome
5,Super 😚❤️🥳 My
5,Best bulutooth earphone
5,"No need to doubt in sound quality, battery backup 15hrs, connectivity is also good, doesn't fall from your ear thereafter there should be more grip. Overall nice product in 1799.."
5,Superb OnePlus Bluetooth 🔥🔥
3,OKK
5,Good product
5,F9 good
5,Amazing NeckbandWorth every penny
4,good
5,Nice
5,Awesome
4,Every one said one plus is nice and unic product but mine product was not good one wasted money on this productSo i am giving 1star ..
5,More background sound go to call
5,Awesome 😎 sound bomb
5,Nice
5,Very bad product
4,Good product
5,Batry backup is not goodSamthing 10- 12 hours battery backup
5,The one of the best quality bluetooth one plus is the brand
5,Super product
5,Sound Quality is very Nice..
5,Amazing
4,Sound
5,Nice
5,Volume and bass low not  enough 😕  for me  Buttons problem 🙄 after click volume  + button voice crashes
5,Valu for money
5,Very Good Product i like So much
4,"I am using this product from one week , all the features are good , but there is no noise clearance"
5,Very good product.
3,Good
5,"The product is very good as I was expecting. Battery backup, sound quality and connectivity is also good."
5,"Very nice product,I am Happy this product."
5,Sound Quality is highlight of this Neckband.
4,Good
5,Good
5,Fantastic
5,Fantastic
5,Ncy product
5,Good
4,But Bullet z is great for attend calls
5,Awesome
3,Everything is fine except noise inbetween calling
5,Item is very good
4,Awesome.......Sound quality is good...❤️❤️❤️❤️
3,"Connectivity issue , Automatically disconnected and connect again"
5,Iam a runner it is water and sweat proof so purchase it
5,Bad pic
5,Super quality
5,Superb quality and bass is to good also battery is very good
5,Nice
5,Sound in one side is very low
5,Very Nice....❤️❤️❤️❤️❤️
4,After 3 months Call Quality are not good.
5,It's very good
4,Nice
5,It's good
5,I love it 😘
4,awesome 👍😊Nice music ... Super 😘 bass
5,"Awesome 😍😍😍😍🤗I loved it soo much... Best bass ,best sound , best all 😍😍😍😍😍  Nice look... sexy look 😅😉😍😍😍Must buy this headphones...Highly recommended...😍😍!!!!!!!!!!!!"
5,Good
5,Oneplus is good product 👍
5,Very nice product
5,Super product and fastest delivery and delivery brother crazy
5,Sound quality 👌
5,Nyc
5,Totally good.
5,The product charge very fast ... and it's battery back up very amazing.....
5,Amazing sound I love it...
5,Good product
5,"You can spend on it bcz it gives you proper quality of sounds,long last battery backup and most important it doesn't hurt your ears."
5,"At first the build quality is amazing and flexible. Battery backup is amazing, bass is good to go. And thanks flipkart for fast deliveryI am writing this after i received the product."
5,Nice oneplus super product
5,Discharge very fast don't buy
5,So nice
5,Good
5,"Nice design,sound quality is good,easy access , magnetic control also there"
5,Super
5,Nice product
5,Love it ..... Awesome sound quality ❤️❤️❤️
5,Lovely this product awesome design and build quality ❤️I'm satisfied this product.
4,After 2 week I facing sound problem
5,cheap only 2 days after i bought it Sound quality just ok okIn this price range
5,Best best best
5,There is no noise cancellation available. Only for song listening.
5,Nice
4,Good
4,Good product money is more as this product
5,Nice product
5,good all
5,Thank you
4,Thanku so much
5,Everything is fine in this earphone..
4,Nice product 👌👌👌
5,Good
5,Its verry good product totally paise wasul
5,nice
5,nice
5,good
5,nice
5,good
5,nice
5,Value for money
5,Voice problem
3,My last one OnePlus Bullets Z is good but OnePlus Bullets Z Bass Edition is not so good. It's average. Don't Buy
4,Awesome product. Good design. Premium feel. Thanks one plus & team
5,Good products
5,nice
5,nice
5,nice
5,Mind blowing quality 💥🔥💯
5,Excellent sound quality.
4,In 13 days earphone right side sound lower than left side. My money waste....For warranty I will not burn 1000 rupees petrol.🙏 coustomer care center is 140km away.🤔Don't buy online some electronic products.
5,At this range...just go for it
5,Very good
5,Best
4,"Best prodect automatically blutooth disconnect, automatic silent,"
5,Nice
5,Very good product i am so happy😊😊😊😊
5,Not OK product
5,Everything is good except latency (though it's not for gaming purposes)
5,Good product
5,Super quality product
3,Sound quality is good but base is not so good according to the price. Microphone also not good.
3,Very poor product andSound quality
5,After using 4 months one side speaker can't properly work.Some times conection problem.
5,Good luck and Nice product 🥰🥰😀😀😀😊😘😘😘😘😘😘❤️❤️❤️❤️❤️
5,Nice product
5,"Amazing product, worth the money, Quality of sound, bass, design, battery backup is amazing."
