asian_number,rating,review
,5.0 out of 5 stars,Very useful book for people who are not from tech background looking to get into data science and machine learning
,1.0 out of 5 stars,Book came apart within minutesVery nicely written book but binding gave it away
,5.0 out of 5 stars,Great book 👍 for beginners of machine learning .
,5.0 out of 5 stars,A good beginners book. Thanks to the author and the seller.
,5.0 out of 5 stars,Good book
,5.0 out of 5 stars,A must read book on ML..very useful for both Data scientists as well as aspiring data scientists.
,5.0 out of 5 stars,Nice book
,4.0 out of 5 stars,Best book
,5.0 out of 5 stars,Great book
,5.0 out of 5 stars,Its a PERFECT book to learn ML
,5.0 out of 5 stars,Precisely written
,5.0 out of 5 stars,Good
,5.0 out of 5 stars,Great content
,5.0 out of 5 stars,Best book for Machine Learning
,5.0 out of 5 stars,Nice
,5.0 out of 5 stars,Great book for beginners
,4.0 out of 5 stars,Good
,5.0 out of 5 stars,"From the content to the physical quality of the whole book, I must say it's a great adquisition. I'm working on a thesis based on Natural Language Processing, and the whole book set up the perfect background knowledge for that."
,4.0 out of 5 stars,because easy to understand
,5.0 out of 5 stars,"Buena calidad del libro. Todo muy legible, el papel de buena calidad así como la impresión. Las figuras son todas muy nítidas. ¡Recomendado!"
,5.0 out of 5 stars,Awesome book
,5.0 out of 5 stars,It is a very complete description of diferent areas of Artifitial Intelligence.
,4.0 out of 5 stars,Excellent ouvrage mais est parvenu avec 2 feuilles abîmées car avalées trop vite dans l’imprimante.
,5.0 out of 5 stars,"Arrived quickly, new item, exactly what I wanted."
,5.0 out of 5 stars,"La bible de l’Intelligence Artificielle ....Rien à dire sur la qualité du livre, couverture"
,5.0 out of 5 stars,"Great book, arrived on time."
,5.0 out of 5 stars,La référence pour bien démarrer en intelligence artificielle. Les principaux algorithmes sont donnés en pseudo code et expliqués. Idéal pour suivre les MOOC sur le sujet par exemple.
,5.0 out of 5 stars,
,5.0 out of 5 stars,This Reinforcement Learning book is freely available on net in pdf format.
,5.0 out of 5 stars,"I have read one third so far. Compared to other machine learning materials I have read or watched or listened, this is very well written and they put effort to help you understand.I am data scientist and machine learning engineer. Book might be hard for those who are not familiar with the field.My book has no physical quality problems that many have had. The opposite. Physical quality is greatly above average."
,5.0 out of 5 stars,"Every single page is lucid, and joy to read. The complexity in RL is transformed to joy of RL"
,5.0 out of 5 stars,"No complaints apart from a minor scuff on the cover, upon delivery."
,3.0 out of 5 stars,"This is basically the bible of reinforcement learning. It introduces all necessary and relevant algorithms for the beginner.However, there are a number of significant drawbacks. I am a mathematician and want to know everything in detail. This is where the book struggles a lot.It contains a number of very unclear definitions. They are hidden among the text. Luckily there is a table of symbols at the beginning.Other quantities are just used in text and argument as if everyone knew them (for example: epsilon soft policies are never introduced. The glossary just references to the said text.Theorems are not clearly indicated, there are just in the text. That makes it very hard to find them.Overall a great book, but without the lecture notes of David Silver (one of Sutton's students) the book would be a lot harder to understand. I also recommend Silver's lecture on reinforcement learning (on the YouTube channel of DeepMind, the company where DS works).The two stars are mainly lost for inconsequent writing and confused structure. Still a book worth buying and definitely the starting point for research in the area."
,5.0 out of 5 stars,It's a must have if you're in the field of machine learning.
,5.0 out of 5 stars,"Ich hatte noch nie so viel Angst ein Buch zu bestellen aufgrund der schelchten Bewertung bzgl. der Druckqualität.Den Inhalt kannte ich schon zuvor, nur wollte ich etwas physisches in den Händen halten.Inhalt ist Top. Druckqualität ist auch sehr gut. Druckbild sieht sehr scharf aus. Habe beim durchblättern nur eine Abbildung gefunden, welche etwas unscharf, aber für das Verständnis komplett unrelevant war.Also kann man sich ohne Probleme bestellen.Geliefert Oktober 2020 in gebundener Version"
,5.0 out of 5 stars,"Es gibt mehrere Besprechungen, die sich über eine schlecht Druckqualität beschweren. Das kann ich bei meinem Exemplar (geliefert August 2019, festgebunden) nicht bestätitgen."
,1.0 out of 5 stars,"Il libro in se è un capolavoro, un'eccellente indroduzione all'argomento. Molto chiaro e leggibile senza grossi prerequisiti. Assolutamente consigliato a chiunque.Complimenti del genere invece non se li merita di certo Amazon che mi ha fatto arrivare un libro che sembra più usato che nuovo. Le pagine all'interno sono in ottime condizioni ma la copertina è rovinatissima, al di là degli angoli ammaccati, ci sono macchie nere indelebili sparse ovunque. Veramente brutto. Peccato.Compratevi la versione Kindle che risparmiate anche."
,5.0 out of 5 stars,Cheap and qiuick
,2.0 out of 5 stars,"It's not such a satisfactory read as some more expensive books. However, it offers a couple of insights that are not found in more standard recommendations. There are many unusual approaches such as referencing ROC curves a lot. Also the referenced material and reading suggestions are quite good. The layout is pretty neat too."
,1.0 out of 5 stars,If you want a book that is overly wordy and offers little (if any) practical ML knowledge to use outside of academia then this book is for you . Otherwise steer clear
,4.0 out of 5 stars,"In real world, three cohorts would approach Machine Learning differently -  A. Programmers - ""How"" - interested in quickly learning the libraries, tips/tricks to scale algorithms with larger data sets  B. Theorists - ""What"" - interested in choosing the right algorithm, design ensemble, selecting and extracting right features  C. Fashionists - ""Show"" - in this category, some of the even basic reporting/analytics are not termed ""Machine Learning"", need enough buzzwords pieced together to repaint the old apps.Flach's book is a great source for those who are 75%-25% between first two, and perhaps even greater especially if your Linear Algebra (basics) is not too rusty. It gives a wide and somewhat deep tour of the landscape broken into four paradigms (Quantitative/Analytical, Logical, Geometric, Probabilitisic) and does a real good job on feature design. The book is interspersed with some key insights that are not to be found elsewhere (e.g., how the 'pseudo-inverse' in OLS is really decorrelate-scale-normalize the distribution; Skew-Kurtosis are the statistical measure of ""shape""; Naive Bayes is not only Naive but also not particularly Bayesian; How Laplacian Estimate generalizes into Pseudo-Counts and then to m-estimate etc.). After ""deep reading"" of the book over a month or so, I also went through Flach's detailed 500+ slide presentation (check out his website) on this book. It was very useful to improve solutions several key machine learning problems at work. Flach especially shines on usage of ROC to algorithm comparison which has been his key research area.A few items that I think would've nailed 5-stars -1. Total omission of Neural Nets (ANNs)2. Only a glimpse of RBF while discussing the generalization from kNN to GMMs - as a key activation function more detailed treatment on RBF would help.3. Flach does a really good job of summarizing - at the end of each chapter and at the end of the book - the key insights. A similar ""Real World Insights"", which are interspersed in the book (e.g., how Naive Bayes is a GREAT classifier, but lousy estimator), aggregated would have helped.Overall, going back in time, I would buy and study it again. For a great first book, I recommend Hastie's ""An Introduction to Statistical Learning"", or Hal Duame's ""A Course In Machine Learning"" (ciml.info). After finishing this book, I would recommend ""Pattern Classification"" (Duda, Stork) which further elaborates on most stuff here and also has a great elucidation on Neural Networks."
,4.0 out of 5 stars,"If you need a ML book as a teacher, Machine Learning – The art and science of algorithms that make sense of data, is definitely the one you need. It covers most ML algorithms, divided by genre (tree, rule, ensemble, etc.). From a teaching point of view, the book is quite comprehensive. From a practical point of view, some chapters can be skipped as too theoretical.The perspective taken by Peter Flach, is very different from most data mining and data science books. The focus is on maths and stats rather than business problem solving. Worth a read if you need to get the theoretical concepts behind ML algorithms."
,2.0 out of 5 stars,"The subtitle ""the art and science of algorithms that make sense of data"" is completely misleading and the main reason I am rating it two stars.A more accurate subtitle would be ""mathematical foundations of machine learning"".There is little in the way of algorithms and when present they are very high level algorithms.The book is fairly well written, but not suitable as a first book of machine learning.Buy this book only if you have grasped the intuition of how the basic machine learning algorithm work and want to go deeper into their mathematical foundations .Avoid this book if :  you want an overview of ML algorithms  you want to explor ML use cases  you want to explore the workflow of ML proyects."
,1.0 out of 5 stars,"The author immediately dives into complex jargon, and assumes you are already an expert in machine learning. Not sure there would be much value in this book even if you were already an expert...so either way, not much value."
,5.0 out of 5 stars,"I have purchased 5 books on Machine Learning - and this is the best one. Of course you need some mathematical background, but this book is highly readable and explains concepts in a great way"
,5.0 out of 5 stars,"Scott Locklin's review is accurate. This is ""the book"" to learn ML."
,5.0 out of 5 stars,"What an amazing book, I got it about a month ago for a self-study routine and every page of this book has been a joy. I am an undergraduate CS major with a decent amount of math experience, and for me this book is a tough but rewarding read. I constantly find myself reading the same section 2 or 3 times in a row, restling with the concepts until I can grasp some intuition of the topics bring discussed. The author is very thorough in their writing, making sure to fill in the details so you dont get left behind in the mathematical notation. The book is filled with beautiful graphs and other figures to further help the reader along in their understanding of machine learning.As a heads up, this book is heavy on the theory and light on the application, so keep that in mind when considering this book for purchase. It isn't going to give you a simple recipe to plug into R. It did however, lay out the intricacies of machine learning in a very abstract and methodical fashion, allowing the reader to gain a much deeper insight into the mechanics of the popular ML techniques than a more practical book would."
,5.0 out of 5 stars,"This is a fascinating and infuriating book which details the many, many ways that the world we live in is subtly (and not so subtly) biased to favour men. Anyone who thinks feminists are ""whinging about nothing"" and that it's ""all in women's heads"" should read this book which gives quantitative, data-based confirmation of what women have long known: it's a man's world."
,5.0 out of 5 stars,"powerful and extremely well documented account of the gender data gap. An absolute eye opener for everyone, but especially daming and painful for a man. Still, an essential read (yes, even for men) to better understand the warped and biased world we are forced to live in."
,5.0 out of 5 stars,This is superb. It gives the evidence for how women are not considered in so many areas of public policy and decision making. It really should be compulsory for all legislators to read. It is the book we have needed for a long time. Delightfully it is a very good read and not at all dreary. A real game changer.
,5.0 out of 5 stars,"I did not consciously know about the gender data gap in research and how much it affects our daily life. As an independent and semi-confident woman and self-proclaimed feminist I found the statistics presented in this book utterly shocking.This should be a must-read for everyone so that we all know about gender-bias, gender-discrimination, gender data gaps and all the background info that leads to women still being treated as if they are a minority on this planet."
,5.0 out of 5 stars,"Where to start? The information in this book will be a revelation to many. Even if you have an understanding of how men are used as the default setting, the scope and depth will horrify you. Then it will almost certainly make you very angry  - especially if you are a woman.In my opinion this should be required reading for everyone.I had to read in chunks, not because it wasn't interesting, but because I kept getting angry about the facts and statistics contained in this excellent book. The research is phenomenal and it's dreadful that it has never been done before."
,5.0 out of 5 stars,"This book is incredible. The author has managed to pull together lots of research and present a compelling argument whilst still managing to make the book accessible to everyone. There is heaps of data but it does not feel dense or difficult to understand. Some of the facts will shock you. I like to think I'm pretty well-versed on the topic, but it was an eye opener to me. I have recommended it to everyone that will listen. Definitely not just a book for women either. I implore you to buy/recommend this for your son, father, partner... everyone!The only qualm I have is the binary approach to gender. The author does point out that they are referring to sex and when you get into the stats it is clear to see why they have to take a binary approach.PS dont be put off by its length - I promise it is not as long as it seems. A big chunk at the end if all the references and citations (which make for interesting secondary reading)"
,5.0 out of 5 stars,"This book shines a light on undeniable facts. If you're unsure about buying it, I would highly recommend having a quick listen to the 'Invisible Women' episode of podcast 99% Invisible, where Perez discusses a few points from the book with podcast host Roman Mars. It blew my mind and it was what led me to buy the book.Contrary to some of the claims in the 1-star reviews below, this is not a sexist book. It just highlights the (sometimes unintentional) sexism of our society that has taken place over god knows how long."
,5.0 out of 5 stars,"I rarely write reviews but, honestly, I found this book brilliant!  It is easy to read (despite its volume), has some remarkable, eye-opening commentary and makes you stop and think every other page.  As an added bonus, some of the stories provide sound bites that are very useful when chatting to others and getting them to stop and think too about the bias against women in everyday life.  I would say that I already know a fair amount on this subject but the books broad-ranging content has expanded my thinking (and everyone around me as I keep talking about it!).  Thoroughly recommend."
,5.0 out of 5 stars,"Oh my goodness, what a book! It is meticulously researched, carefully explained to cover both professional and lay people and is very enlightening and somewhat depressing by turns. I want to make it compulsory reading for every University student and politician across the planet. There are so many Eureka moments, I bet it has women sighing deeply at every page saying to themselves, 'Well, of course!' An extraordinary read, I'm so pleased I heard about it on Radio Four programme some years ago."
,5.0 out of 5 stars,"As a woman, this book makes so much sense to me, and I have a list of people I am either telling to read it, or want to borrow it. I am riveted. I hope it leads to changes for the betterment of humanity. This book needed to be written. Excellent. A serious subject, gripping stuff."
,5.0 out of 5 stars,"I am not a computer science engineer and did not know anything about ML. However, after reading this book, I can run and train my own customized models to solve problems related to my field (management). The book is much fun to read and the examples used help the user connect things to the real world and not just computer geekery. I would recommend this book to anyone irrespective of their experience with Machine Learning. It is interesting, informative, insightful, and encouraging for anyone to tackle this interesting field."
,5.0 out of 5 stars,"This book gives a framework for a complete 360 view of how to be a Machine Learning Engineer who can not only solve applied research problems but can also encourage thinking through product angle and eventually productionizing these models and scale them. Given my background in applied research, this was part of the reason for me to pick this book based on the table of contents and it surely hit the mark.  It not only covers theoretical concepts for beginners but also the process of building practical applications widely used across the industry, with the help of checklists, QnA, insights from teams who developed the products.  One of the great part of the book is - all the best practices summarized, well documented for anyone starting new or experienced folks, plus the case studies showing how they were used in actual products. The content covers a range of in-depth details for TensorFlow, Keras, CoreML all the way to cloud concepts for Google Cloud, AWS, Azure. Overall this was a different take on AI than most other online courses I have seen so far, and hence would highly recommend this."
,5.0 out of 5 stars,"The authors did an excellent job in explaining complex DL topics in a manner in which anyone could easily pick up. Furthermore, the Github repo with sample code allows readers to follow along example training pipelines, which makes everything all the more friendly for beginners. The book uses simple language which effectively guides readers to creating deep learning pipelines on their own. The content of the book is very thorough and covers a variety of different topics, leaving readers ready to create their own practical applications."
,5.0 out of 5 stars,"This is a great book that gives a practical overview of the AI and ML space. It is project focused, but in a way that is not limiting in scope. While there are many sources and options for learning about ML, this book stands out as being well worth the time and money."
,5.0 out of 5 stars,"At a time when AI has become such a hot topic for everyone from industry bosses to bloggers and my eighty year old neighbour, it's truly a gift to have encountered a book that doesn't just explain you what it is but teaches you how to do it as well. It's simply your trustful guide through all the other material out there. As a project manager and consultant, I finally managed to make sense of what kind of businesses one can develop from a bottom-up approach to AI. As a teacher in writing and design, the book has allowed me to give my students fun exercises to start having fun with Machine Learning.If AI is a forest, this book is your lamp. Get it now and start building for yourself!"
,5.0 out of 5 stars,"My team at work needed help with practical applications of Machine Learning techniques. We work very closely with our data science team and this book was useful in helping bridge the gap between their theoretical strengths and our practical needs. This book has helped us accelerate this process by examples and other hands-on activities. It has helped accelerate solutions for our customers would recommend for any ML team, engineer, or consumer."
,5.0 out of 5 stars,"The media could not be loaded.                                                                                   This book (plus the Github resources that come along with it) and some patience is all you need to get started with Deep Learning. I loved the analogies in the book, and the fine balance between theory and practical. I was able to build my own cool things - graphs, search, and videos (see attached) within a few hours. I would recommend this everyone! Can't wait to start working on my pet project now."
,5.0 out of 5 stars,"As a Networking Engineer, one fine day I decided to pick up this book as I wanted to understand concepts of Artificial Intelligence and Machine Learning ; as the next big thing is Intelligent Networks! Honestly I did not have high expectations as my experience tells me that most technical books are heavy and monotonous. But this book was a gush of fresh air. Now before I go into the details , I must mention that only a minimal knowledge of Python and associated libraries like Keras and TensorFlow is a pre-requisite here. Rest assured , the book will take care good care of you and you will end up learning a lot of Python as well , if you already don't know ! Coming back to the meaty stuff .. The writing style is humorous and interactive. It keeps you motivated to read one chapter after the other. Every chapter is followed by a case study that solidifies your understanding and helps you gauge some serious practical applications. In my opinion the writing style makes this text a technical ""fairy tale"" , if you will. The other point worth mentioning is that you do not need to read sequentially. Once you go past Chapter 3 you can pick up chapters as per your interest/requirements - Mobile Applications , Cloud etc. You can , therefore fine tune your reading as per YOUR requirements. Finally this book has a lot of code . Not only can you run and see the results for yourself, you can also optimize the algorithms for faster execution. Everything is available on the git hub. I highly recommend this book for AI enthusiasts as well as working professionals."
,5.0 out of 5 stars,"i have the ebook copy, just getting paperback for handy ref"
,5.0 out of 5 stars,"I just finished the amazing book.Here are some of my observations —As an ML practitioner, I can attest that this book serves an equivalent of quick reference of instant tips and tricks that I can use to tune my models. “Lrfinder” trick is a good example with easy to understand python implementation.Most of the ML engineers are tied to one sub domain of machine learning such as text or vision or say recommendations. This book is well written that easy for engineers to get aspirations / ideas from the other domains that they can apply to their problemsI would definitely recommend this book for daily AI practitioners using tensorflow"
,4.0 out of 5 stars,"Will not purchase again, basically just an overview."
,5.0 out of 5 stars,This book explains the difficult concepts in very easy and clear ways.
,1.0 out of 5 stars,"Machine Learning In Computational Finance: Practical algorithms for building artificial intelligence applications          A lot of math - minimum of practical algorithms !I regret buying the book, but could not ""Search inside this book"""
,5.0 out of 5 stars,Machine Learning In Computational Finance: Practical algorithms for building artificial intelligence applications
,1.0 out of 5 stars,This book has the simple math represented so complexly with annoying notations!!. It has lot of Bayesian and Gaussian math rather than the concepts of PR. It is hard to read and understand. It is a better text book for Statics Dept than CS dept.
,2.0 out of 5 stars,Not nearly enough theoretical justification.
,5.0 out of 5 stars,"I strongly recommend Bishop's Pattern Recognition and Machine Learning as a textbook. I think it's the best introductory book on this topic. However if you need something advanced, this may not be it. Good luck!"
,4.0 out of 5 stars,This is a well written text.
,5.0 out of 5 stars,"It arrived a little bit later than expected, but in perfect condition. I Love it so much <3. It's worth waiting anyway."
,2.0 out of 5 stars,"I can appreciate others who might think that this is a great book.... but I am a student using it and I have some very different opinions of it.First, although Mr. Bishop is clearly an expert in Machine Learning, he is also obviously a HUGE fan of Bayesian Statistics. The title of the book is misleading as it makes no mention of Bayes at all but EVERY CHAPTER ends with how all of the chapter's contents are combined in a Bayes method.  That's not bad it's just not clear from the title.  The title should be appended with ""... using Bayesian Methods""Second, while it is certainly a textbook, the author clearly has an understanding of the material that seems to undermine his ability to explain it.  Though there are mentions of examples there are, in fact, none.  There are many graphics and tiny, trivial indicators, but I can't help to think that every single one of the concepts in the book would have benefited from even a single application.  There aren't any.  I am lead to believe that if you are already aware of many of the methods and techniques that this would be an excellent reference or refresher.  As a student starting out I almost always have no idea what his intentions are.To make matter worse, he occasionally uses symbols that are flat-out confusing.  Why would you use PI for anything other than Pi or Product? He does.  Why use little k, Capital K, and Greek Letter Kappa (a K!) in a series of explanations. He does.  He even references articles that he has written... in 2008!!Every chapter seems to be an exercise to see how many equations he can stuff in it.  There are 300 in Chapter 2 alone.  Over and over and over again I have the feeling that he is trying to TELL me how to ride a bicycle when it would have been so much easier to at least let me see the view from behind the handle bars with my feet on the pedals.  Chapter five on Neural Nets, for example, is abysmally over-complicated.  Would you hand someone a dictionary and ask them to write a poem?  (""Hey, all the words you need are in here!"") Of course not.Third, the book mentions that there is a lot of information available on the web site.  The only info available on his website is a brief overview of the text, a detailed overview of the text (that's not a typo.... he has both), an example chapter, links to where the book can be purchased, and (actually, quite useful for creating slides) an archive of all of the figures available in the book.  There are no answers to problems or explorations of any part of the material.  The upcoming book might be amazing and exactly what I am looking for but it could be months away and another $50 or so to purchase it.  Hardly ideal. How about putting some of that MatLab code on your site?  *Something* to crystalize the concepts!Finally, while the intro indicates this might be a good book for Computer Scientists it would actually make more sense to call it a Math book.  More specifically a Statistics book.  There are no methods, no algorithms, no bits of pseudo-code, and (again) no applications are in the text.  Even examples that actually used hard numbers and/or elements from a real problem and explained would be much appreciated.Maybe I am being a little critical and perhaps I want for too much but in my mind if you are writing a book with the goal of TEACHING a subject, it would be in your interest to make things clear and illustrative.  Instead, the book feels more like a combination of ""I am smart. Just read this!"" and a reference text."
,1.0 out of 5 stars,"I need a good book about the fundamentals of pattern recognition for my master thesis. Based on the comments here I thought the book would be great in order to understand the concepts of pattern recognition. Furthermore, I hoped to find some useful real life examples in it and some hints about important pre conditions and steps required (e.g. data preparation) before using clustering and classification algorithms. However, the book did not help me at all. I would say that I am not a complete idiot who can't read formulas, but I hoped to learn about the concepts in a more understandable way (something similar to ""An Introduction to Statistical Learning"").Furthermore, the author's initial statement ""I have tried to keep the mathematical content of the book to the minimum necessary to achieve a proper understanding of the field"" seems to be a joke for me, e.g. Chapter 4 has 40 pages with about 150 formulas/mathematical equitations."
,1.0 out of 5 stars,"I was expecting that 700+ book will be scientific monograph. Disappointment: this is a textbook, American style textbook, with wide margins to make notes, color text, color frames, color pictures explaining what is linear regression, gaussian distribution and such.Just to be clear, as a textbook, this is very good text, and deserves 5 starts. But I am giving just one because of disappointment. Sending back to Amazon. This is not what I was looking for"
,5.0 out of 5 stars,"Strikes the right balance between being practical for a (relatively) broad audience, and having enough depth to teach the reader techniques beyond the basics (and pointing the way to further reading).There is a focus on the subset of data science that overlaps with (or is adjacent to) Econometrics, in case that is/isn't what you're looking for"
,5.0 out of 5 stars,This book is definitely one of must-have in your bookshelf if you want to keep a board horizon about the application of machine learning in economics question or want to find a decent solution for the business problem you ran into.
,5.0 out of 5 stars,Do not hesitate. This book open and explain a lot of info
,5.0 out of 5 stars,...if what you have been waiting for is an approachable volume on the tools raising the bar for business decision-making.
,4.0 out of 5 stars,"I am a current student at Booth who didn't get a chance to take Prof. Taddy's course, so I was very excited to dig into this book.  It was mostly what I was hoping for, with a few omissions.First, this is essentially a book on applied statistics from a business perspective, so exactly what you'd be hoping for if you're looking to utilize data science principles in real-world scenarios.  The complexity level of the book is absolutely beyond that of a complete beginner, however.  Familiarity with certain basic mathematical concepts is assumed, as well as a degree of proficiency with R.  I have definitely seen more approachable texts,so if you're a complete novice you may want to start elsewhere.  On the other hand, I don't think this is a book for 'experts' (at least based on some of the physics texts I've worked with in the past).  As the intro says, this is based on a curriculum for MBA students (I'd argue its really for more quantitatively-inclined MBA students), and I think it does a good job balancing on that fine line between novice and expert.However, once you get into it the book is really very detailed, with a lot of good examples.  I've only started my journey through the book, but so far I haven't noticed any glaring issues (nor would I expect to see any, to be honest).The reason I'm deducting a star is the machine learning section - I was really hoping for some useful practical examples of machine learning, convolutional neural nets, and similar.  However the chapter is more of a summarization of some of the research out there and gives a high-level overview of the terminology and actual applictions of AI.  Given that Coursera offers a really approachable course on this whole topic, I was expecting more out of what is essentially a textbook (especially one that advertises machine learning on the cover).If you're looking for a good mid-level work on big data concepts and applied statistics I think this is a great book to pick up (especially as its not priced like a textbook).  On the other hand, if you're looking for depth on ML, CNNs, AI, and similar then you'll want to look elsewhere.  The concepts this book covers are important theoretical background for ML/CNNs/AI, however if you're not a researcher/expert you can certainly get into that space without the depth presented in this book."
,5.0 out of 5 stars,"Overall, this book is really well done. I definitely recommend it, and certainly recommend it over other, lighter-weight intro to data science books.The author includes the (important) mathematics behind a lot of the statistical intuition and machine learning that's vital to data science, and does so without producing a dry textbook.I also liked how the author included caveats about the shortcomings of the various approaches as well as suggestions and solutions for how to best accommodate the issues that they might introduce.My one (minor) complaint is that the sample code in the book is in the R language. That's fine -- R is still a very common language in data science, and if you work in this field you'll certainly encounter it -- but I would have preferred Python, both for ease of reading and because Python is fast emerging as the dominant language."
,5.0 out of 5 stars,"Back in my days as an Analyst at a huge corporation in the 90's and early 2000's, I spent my 9 hour days making endless spreadsheets and doing pivot tables a billion different ways to deliver accurate reports for our Senior Executives on a daily, weekly, monthly, etc. basis. One report took so long to filter through the data, I began calling it my ""8 hour report"" because it literally took me all day to create that particular one each week, between pulling and analyzing all the data in that manual manner. At the time, that was the best we could do. Those days are long gone, and a LOT has changed since then - and most things like that are automated by software these days. I was really curious what businesses are up to these days in terms of data science, and was familiar with the concepts of this book - even though vaguely in some areas - and this really filled in a lot of blanks for me.My oldest son is a computer whiz who is ahead of his time, so I mainly got this book for him - even though it is over both of our heads in many parts. That said, this has invaluable information for anyone looking into Business Data Science, as it combines the best of science and engineering concepts to merge into a business context to take it to the next level - and THIS is what is in demand these days, and on the cutting edge of successful businesses.I like how it outlines the primary parts that make ML work, and how it shows where AI can also come in to help your business. I also like that it shows real world examples on how these things can be applied, especially with A/B experiments and applications of text analysis.There's a lot in here regarding scripting in R, frameworks for cloud computing, and a lot more to help you improve how you use your business data effectively for the best success. It's like a great mash-up of economics, computer science, statistics, etc. that balances well, and it gives you a leg up in your business decisions. While I don't pretend to know everything in this book, it really has a wealth of info and direction for me to dive more thoroughly into, and I think my son will greatly benefit from this book, as well. It certainly gets two thumbs up from us!"
,4.0 out of 5 stars,"For a stat rat (like myself) that was searching for a way to bridge my existing education with an updated primer in machine learning, Matt Taddy's Business Data Science: Combining Machine Learning and Economics to Optimize, Automate, and Accelerate Business Decisions (1st Edition) looked like a promising first step.Unfortunately, my issue is that I didn't really find the AI/ML content to really be all that useful.  I mean, the book does touch on some of the theoretical benefits of using AI/ML, but there's nothing really of any significant depth.  If you're looking to put any of this into practice, than this will not be the only book you need.That aside, the book IS really strong from the standpoint of applied analysis.  The writing is approachable, especially from the perspective of a non-post doc like myself.  The assumed knowledge base is actually on the low side, giving the book a wider audience still, without really killing the usefulness for those with broader data science knowledge in the first place.  Recommended"
,5.0 out of 5 stars,"He has many examples of code at work so you can catch a glimpse of what it's capable of.  Leafing through the book, it looked overwhelming and unusable.  Putting time into it, it starts to make sense.  It helps if you've meddled in R or Python.He goes into great detail about how information can be deceiving and making a solution that can accommodate changing and unknown inputs is rewarding.This book took me a long time to get through, but I'm sure it pales in comparison to the amount of time it took to write.  Nearly every page has algorithms that all would take time to be constructed and tested for accuracy, then explained for their uses.  It's worth every penny.Highly recomennded"
,5.0 out of 5 stars,"As a grad student in business analytics, I'm always on the lookout for a great reference book to keep handy. This is a very comprehensive guide - I would imagine it could be used as a textbook in a broad survey course. If you do not have a background in statistics, linear algebra, and/or computer programming, it would be better to start with an introductory text. This book provides excellent practical examples of how to use data science tools in the real-world. It is easy to get bogged down in theory and miss the (random) forest for the (decision) trees (...that was an attempt a joke, ha...). The examples in the book are in R."
,1.0 out of 5 stars,"In the chapter of the introduction, the author says the book is primarily about asset pricing. The “asset pricing” here refers to complicated and abstract mathematical models used in academicians. These models plainly complicate the concepts that are already known to us. For practitioners, the models will not give them an insightful idea and an intuitive understanding of how the modern financial market works.The book also does not have program codes, the necessary materials that a modern learning book should have. If you really want to efficiently study how machine learning can be used in finance, I suggest you buy the books written by real experts (say those published by O'Reilly or Springers)"
,5.0 out of 5 stars,"This is one of the best books on ML in Finance, specifically in Asset Pricing. It goes over several models, methodologies, and applications of ML in Asset Pricing. There are no codes or programs that the book provides, but it is clearly not written to serve that purpose anyway. As an academician, I greatly enjoyed reading it and found it extremely useful for my research. I would also definitely use it for a graduate-level ML course in Finance."
,5.0 out of 5 stars,"If you need a proper introduction to Machine Learning for professional reasons or even just for your own edification, do yourself a favor and pick up this gem of text.Make sure you are 'language agnostic' before you begin. Let me explain, right now the python libraries are all the rage: Pytorch, Keras, TensorFlow, ScikitLearn, etc... Thus, you might be tempted to believe that in getting yourself acquainted with ML in R you are putting yourself at a disadvantage. You'd be wrong.Truth it, you should be approaching the subject with the idea of learning from a conceptual and practical standpoint, albeit at a high level. The language you use will make little difference at the beginning. This was my main concern as I needed to learn ""python ML"" for professional reasons. Make no mistake, this book along with the available code up on the author's GitHub will guide you through the language, the hard to grasp concepts, and the terminology in a way that is pedagogically so effective that you'd be left wondering how it is that most technical books never reach this level of clarity. You'll be carrying conversations with experienced ML practitioners in no time, without embarrassing yourself (too much).Take it for what it is though, an introduction. If you need to know every pedantic detail about how neural networks learn, the heavy mathematical proofs behind the algorithms, etc., then you'd be much better served looking elsewhere.Once you go through this text, you'll be able to jump on the Python bandwagon all while avoiding the risk of having the language's technicalities distract you from the core concepts.Go for it, happy learning."
,4.0 out of 5 stars,"I bought this book with some prior knowledge on Machine Learning. I would say that I am very pleased with my purchase. The only weakness of this book is that it mostly offers an intuitive explanation behind the algorithms, without going into much depth. Therefore, the book works extremely well for algorithms that make very small assumptions or whose procedures are simple: Naive Bayes, k-Nearest Neighbors, K-Means, Market Basket Analysis, etc. On the other hand, for more mathematically complicated procedures, like OLS Regression, Support Vector Machines, Neural Networks the explanation is poor because without some math it is really hard to perfectly convey what the model is doing.The examples are well thought and I like how the book works the examples from questions previously posed in the chapter.On the code front, the accompanying code is simple and the book works with datasets that are almost complete, clean, and without entry mistakes (something that NEVER happens in real life). Nevertheless, I believe that the code provided can be translated to real-world situations (I have done it myself for Naive Bayes and K-means, at least.).Things that could improve the book:1 - A mathematical appendix that fleshes out some more complicated algorithms.2 - Exercises at the end of each chapter.3 - More examples.Overall, I think the book is pretty good and enjoyable."
